season,date,home,away,home goals,away goals,home->away,away->home
2003,2003-10-26,São Caetano,São Paulo,0,1,0,3
2003,2003-10-26,Criciúma,Fortaleza,2,2,1,1
2003,2003-10-26,Internacional,Juventude,0,0,1,1
2003,2003-10-26,Goiás,Guarani,3,0,3,0
2003,2003-11-01,Guarani,Bahia,3,2,3,0
2003,2003-11-01,Athletico PR,São Caetano,1,0,3,0
2003,2003-11-01,Grêmio,Paraná,0,2,0,3
2003,2003-11-01,Fluminense,Ponte Preta,2,2,1,1
2003,2003-11-01,Atlético MG,Criciúma,1,1,1,1
2003,2003-11-02,São Paulo,Coritiba,1,0,3,0
2003,2003-11-02,Fortaleza,Cruzeiro,1,2,0,3
2003,2003-11-02,Vasco da Gama,Internacional,0,1,0,3
2003,2003-11-02,Figueirense,Paysandu,6,0,3,0
2003,2003-11-02,Vitória,Goiás,3,4,0,3
2003,2003-11-02,Santos,Corinthians,3,1,3,0
2003,2003-11-02,Juventude,Flamengo,2,2,1,1
2003,2003-11-05,Paysandu,Vasco da Gama,1,2,0,3
2003,2003-11-05,Juventude,Criciúma,3,1,3,0
2003,2003-11-05,São Paulo,Fluminense,1,0,3,0
2003,2003-11-05,Coritiba,Corinthians,1,0,3,0
2003,2003-11-05,Santos,Vitória,3,1,3,0
2003,2003-11-05,Cruzeiro,Grêmio,3,0,3,0
2003,2003-11-05,Internacional,Fortaleza,1,1,1,1
2003,2003-11-05,Paraná,Figueirense,1,1,1,1
2003,2003-11-06,Guarani,São Caetano,0,1,0,3
2003,2003-11-06,Bahia,Ponte Preta,1,0,3,0
2003,2003-11-06,Goiás,Athletico PR,4,1,3,0
2003,2003-11-06,Flamengo,Atlético MG,3,2,3,0
2003,2003-11-08,Fluminense,Coritiba,3,2,3,0
2003,2003-11-08,Criciúma,Paraná,1,2,0,3
2003,2003-11-08,Grêmio,Paysandu,2,0,3,0
2003,2003-11-09,Ponte Preta,Santos,3,4,0,3
2003,2003-11-09,Vitória,Guarani,0,0,1,1
2003,2003-11-09,Figueirense,Juventude,2,1,3,0
2003,2003-11-09,Fortaleza,Flamengo,4,1,3,0
2003,2003-11-09,Vasco da Gama,Cruzeiro,0,1,0,3
2003,2003-11-09,Corinthians,Goiás,2,0,3,0
2003,2003-11-09,Athletico PR,São Paulo,4,3,3,0
2003,2003-11-09,Atlético MG,Internacional,1,2,0,3
2003,2003-11-09,São Caetano,Bahia,4,1,3,0
2003,2003-11-22,Atlético MG,Fortaleza,2,0,3,0
2003,2003-11-22,Coritiba,Ponte Preta,1,1,1,1
2003,2003-11-22,Figueirense,Internacional,3,2,3,0
2003,2003-11-22,Flamengo,Criciúma,1,0,3,0
2003,2003-11-22,Grêmio,Vasco da Gama,4,3,3,0
2003,2003-11-23,Santos,Fluminense,3,1,3,0
2003,2003-11-23,São Paulo,Vitória,3,1,3,0
2003,2003-11-23,Paraná,Cruzeiro,1,3,0,3
2003,2003-11-23,São Caetano,Goiás,1,0,3,0
2003,2003-11-23,Guarani,Corinthians,0,1,0,3
2003,2003-11-23,Paysandu,Juventude,3,2,3,0
2003,2003-11-23,Bahia,Athletico PR,0,2,0,3
2003,2003-11-29,Vasco da Gama,Figueirense,1,0,3,0
2003,2003-11-29,Juventude,Atlético MG,1,0,3,0
2003,2003-11-29,Fluminense,São Caetano,2,1,3,0
2003,2003-11-29,Internacional,Flamengo,3,1,3,0
2003,2003-11-29,Athletico PR,Guarani,3,1,3,0
2003,2003-11-30,Cruzeiro,Paysandu,2,1,3,0
2003,2003-11-30,Corinthians,Bahia,1,2,0,3
2003,2003-11-30,Goiás,Santos,3,0,3,0
2003,2003-11-30,Ponte Preta,São Paulo,1,2,0,3
2003,2003-11-30,Fortaleza,Paraná,5,3,3,0
2003,2003-11-30,Vitória,Coritiba,1,0,3,0
2003,2003-11-30,Criciúma,Grêmio,0,2,0,3
2003,2003-12-06,Vitória,Atlético MG,0,1,0,3
2003,2003-12-06,Athletico PR,Vasco da Gama,2,2,1,1
2003,2003-12-06,Goiás,Figueirense,0,3,0,3
2003,2003-12-06,Corinthians,Paraná,1,1,1,1
2003,2003-12-07,Cruzeiro,Fluminense,5,2,3,0
2003,2003-12-07,Guarani,Paysandu,2,1,3,0
2003,2003-12-07,Fortaleza,Coritiba,2,2,1,1
2003,2003-12-07,Internacional,São Paulo,1,1,1,1
2003,2003-12-07,Flamengo,Ponte Preta,1,1,1,1
2003,2003-12-07,Criciúma,Bahia,3,2,3,0
2003,2003-12-07,Santos,Grêmio,2,2,1,1
2003,2003-12-07,Juventude,São Caetano,2,1,3,0
2003,2003-12-13,Atlético MG,Goiás,3,2,3,0
2003,2003-12-13,Paraná,Vitória,2,0,3,0
2003,2003-12-13,São Caetano,Internacional,5,0,3,0
2003,2003-12-13,Coritiba,Criciúma,2,0,3,0
2003,2003-12-13,Figueirense,Guarani,2,0,3,0
2003,2003-12-14,São Paulo,Flamengo,1,3,0,3
2003,2003-12-14,Vasco da Gama,Santos,1,1,1,1
2003,2003-12-14,Fluminense,Juventude,1,0,3,0
2003,2003-12-14,Grêmio,Corinthians,3,0,3,0
2003,2003-12-14,Paysandu,Athletico PR,2,2,1,1
2003,2003-12-14,Ponte Preta,Fortaleza,2,0,3,0
2003,2003-12-14,Bahia,Cruzeiro,0,7,0,3
2004,2004-04-21,Botafogo,Goiás,1,4,0,3
2004,2004-04-21,Figueirense,Internacional,1,0,3,0
2004,2004-04-21,São Caetano,Vitória,1,0,3,0
2004,2004-04-21,Cruzeiro,Juventude,2,1,3,0
2004,2004-04-21,Palmeiras,Atlético MG,0,0,1,1
2004,2004-04-21,Grêmio,Flamengo,0,0,1,1
2004,2004-04-21,Ponte Preta,Corinthians,3,2,3,0
2004,2004-04-21,Paraná,Santos,3,2,3,0
2004,2004-04-22,Coritiba,Guarani,1,0,3,0
2004,2004-04-22,Vasco da Gama,Criciúma,0,1,0,3
2004,2004-04-22,Paysandu,Fluminense,3,3,1,1
2004,2004-04-22,São Paulo,Athletico PR,1,0,3,0
2004,2004-04-24,Flamengo,Ponte Preta,0,0,1,1
2004,2004-04-24,Goiás,Cruzeiro,2,2,1,1
2004,2004-04-24,Juventude,Grêmio,1,1,1,1
2004,2004-04-25,Internacional,Palmeiras,1,0,3,0
2004,2004-04-25,Atlético MG,Vasco da Gama,1,1,1,1
2004,2004-04-25,Fluminense,Coritiba,1,1,1,1
2004,2004-04-25,Corinthians,Paysandu,2,1,3,0
2004,2004-04-25,Guarani,São Caetano,1,1,1,1
2004,2004-04-25,Athletico PR,Figueirense,0,3,0,3
2004,2004-04-25,Vitória,Paraná,6,1,3,0
2004,2004-04-25,Criciúma,São Paulo,1,1,1,1
2004,2004-04-25,Santos,Botafogo,2,0,3,0
2004,2004-04-28,Botafogo,Atlético MG,2,2,1,1
2004,2004-04-28,Coritiba,Internacional,1,1,1,1
2004,2004-04-28,Cruzeiro,Criciúma,2,2,1,1
2004,2004-04-28,Paysandu,Athletico PR,0,3,0,3
2004,2004-04-28,Ponte Preta,Goiás,2,0,3,0
2004,2004-04-28,Figueirense,Santos,2,1,3,0
2004,2004-04-28,Grêmio,Corinthians,4,0,3,0
2004,2004-04-28,São Paulo,Fluminense,1,0,3,0
2004,2004-04-29,Vasco da Gama,Guarani,0,1,0,3
2004,2004-04-29,Paraná,Flamengo,2,1,3,0
2004,2004-04-29,Palmeiras,Vitória,2,2,1,1
2004,2004-05-01,Atlético MG,Ponte Preta,1,2,0,3
2004,2004-05-01,Criciúma,Botafogo,1,0,3,0
2004,2004-05-01,Goiás,Grêmio,4,0,3,0
2004,2004-05-01,Internacional,Paysandu,1,0,3,0
2004,2004-05-02,Athletico PR,Coritiba,1,1,1,1
2004,2004-05-02,Corinthians,Palmeiras,0,4,0,3
2004,2004-05-02,Flamengo,São Caetano,1,1,1,1
2004,2004-05-02,Fluminense,Vasco da Gama,1,0,3,0
2004,2004-05-02,Guarani,São Paulo,2,3,0,3
2004,2004-05-02,Juventude,Paraná,4,0,3,0
2004,2004-05-02,Santos,Cruzeiro,1,3,0,3
2004,2004-05-02,Vitória,Figueirense,3,1,3,0
2004,2004-05-08,Guarani,Athletico PR,0,0,1,1
2004,2004-05-08,Palmeiras,Ponte Preta,3,0,3,0
2004,2004-05-08,Paraná,Cruzeiro,2,0,3,0
2004,2004-05-08,Vasco da Gama,Grêmio,1,1,1,1
2004,2004-05-08,Santos,Juventude,2,1,3,0
2004,2004-05-08,São Caetano,Criciúma,5,0,3,0
2004,2004-05-09,Atlético MG,Corinthians,2,2,1,1
2004,2004-05-09,Botafogo,Paysandu,2,2,1,1
2004,2004-05-09,Coritiba,São Paulo,1,2,0,3
2004,2004-05-09,Goiás,Figueirense,1,0,3,0
2004,2004-05-09,Internacional,Fluminense,0,0,1,1
2004,2004-05-09,Vitória,Flamengo,5,1,3,0
2004,2004-05-15,Athletico PR,Santos,1,0,3,0
2004,2004-05-15,Paysandu,Vasco da Gama,1,2,0,3
2004,2004-05-16,Corinthians,Guarani,1,0,3,0
2004,2004-05-16,Fluminense,Vitória,1,0,3,0
2004,2004-05-16,Criciúma,Goiás,7,2,3,0
2004,2004-05-16,Cruzeiro,Palmeiras,2,1,3,0
2004,2004-05-16,Figueirense,São Caetano,1,0,3,0
2004,2004-05-16,Flamengo,Internacional,1,2,0,3
2004,2004-05-16,Grêmio,Botafogo,2,2,1,1
2004,2004-05-16,Juventude,Atlético MG,1,1,1,1
2004,2004-05-16,Ponte Preta,Coritiba,0,0,1,1
2004,2004-05-16,São Paulo,Paraná,2,2,1,1
2004,2004-05-22,Botafogo,Figueirense,1,1,1,1
2004,2004-05-22,Coritiba,Atlético MG,0,1,0,3
2004,2004-05-22,Internacional,Goiás,1,0,3,0
2004,2004-05-22,Paysandu,Grêmio,1,3,0,3
2004,2004-05-23,Corinthians,Athletico PR,0,5,0,3
2004,2004-05-23,Criciúma,Vitória,2,0,3,0
2004,2004-05-23,Cruzeiro,São Paulo,2,1,3,0
2004,2004-05-23,Flamengo,Fluminense,1,2,0,3
2004,2004-05-23,Juventude,Guarani,2,0,3,0
2004,2004-05-23,Paraná,Ponte Preta,0,1,0,3
2004,2004-05-23,Santos,Palmeiras,0,4,0,3
2004,2004-05-23,São Caetano,Vasco da Gama,3,2,3,0
2004,2004-05-29,Fluminense,Criciúma,1,1,1,1
2004,2004-05-29,Palmeiras,Coritiba,2,0,3,0
2004,2004-05-29,Ponte Preta,Juventude,0,1,0,3
2004,2004-05-29,Vitória,Internacional,2,1,3,0
2004,2004-05-29,Figueirense,Paysandu,1,1,1,1
2004,2004-05-30,Atlético MG,Santos,3,3,1,1
2004,2004-05-30,Athletico PR,Cruzeiro,3,1,3,0
2004,2004-05-30,Goiás,Flamengo,2,2,1,1
2004,2004-05-30,Grêmio,São Caetano,1,2,0,3
2004,2004-05-30,Guarani,Paraná,1,0,3,0
2004,2004-05-30,São Paulo,Corinthians,1,1,1,1
2004,2004-05-30,Vasco da Gama,Botafogo,4,0,3,0
2004,2004-06-12,Fluminense,Guarani,1,1,1,1
2004,2004-06-12,Internacional,Atlético MG,4,1,3,0
2004,2004-06-12,Paraná,Botafogo,1,1,1,1
2004,2004-06-12,São Paulo,Grêmio,3,2,3,0
2004,2004-06-13,Coritiba,São Caetano,1,0,3,0
2004,2004-06-13,Criciúma,Juventude,2,0,3,0
2004,2004-06-13,Cruzeiro,Paysandu,1,0,3,0
2004,2004-06-13,Flamengo,Athletico PR,3,0,3,0
2004,2004-06-13,Goiás,Corinthians,1,1,1,1
2004,2004-06-13,Palmeiras,Vasco da Gama,2,2,1,1
2004,2004-06-13,Ponte Preta,Figueirense,0,2,0,3
2004,2004-06-13,Vitória,Santos,1,2,0,3
2004,2004-06-19,Athletico PR,Vitória,1,3,0,3
2004,2004-06-19,Figueirense,Cruzeiro,0,0,1,1
2004,2004-06-19,Grêmio,Coritiba,1,1,1,1
2004,2004-06-19,Vasco da Gama,Paraná,0,0,1,1
2004,2004-06-20,Atlético MG,Fluminense,2,1,3,0
2004,2004-06-20,Botafogo,Ponte Preta,0,1,0,3
2004,2004-06-20,Corinthians,Flamengo,1,1,1,1
2004,2004-06-20,Guarani,Criciúma,2,1,3,0
2004,2004-06-20,Juventude,Goiás,1,1,1,1
2004,2004-06-20,Paysandu,São Paulo,1,0,3,0
2004,2004-06-20,Santos,Internacional,3,0,3,0
2004,2004-06-20,São Caetano,Palmeiras,1,1,1,1
2004,2004-06-24,São Caetano,Juventude,1,0,3,0
2004,2004-06-26,Santos,Guarani,2,1,3,0
2004,2004-06-26,Coritiba,Paraná,1,1,1,1
2004,2004-06-26,Criciúma,Grêmio,1,2,0,3
2004,2004-06-26,Flamengo,Figueirense,0,3,0,3
2004,2004-06-27,Atlético MG,Athletico PR,0,1,0,3
2004,2004-06-27,Botafogo,Fluminense,3,3,1,1
2004,2004-06-27,Goiás,São Caetano,3,2,3,0
2004,2004-06-27,Internacional,Vasco da Gama,1,3,0,3
2004,2004-06-27,Juventude,Corinthians,1,0,3,0
2004,2004-06-27,Palmeiras,São Paulo,2,1,3,0
2004,2004-06-27,Paysandu,Vitória,4,2,3,0
2004,2004-06-27,Ponte Preta,Cruzeiro,1,0,3,0
2004,2004-07-03,Athletico PR,Juventude,4,1,3,0
2004,2004-07-03,Figueirense,Vasco da Gama,2,2,1,1
2004,2004-07-03,Fluminense,Grêmio,2,0,3,0
2004,2004-07-03,Guarani,Atlético MG,1,1,1,1
2004,2004-07-03,Internacional,Criciúma,3,0,3,0
2004,2004-07-03,São Paulo,Ponte Preta,2,0,3,0
2004,2004-07-03,Vitória,Goiás,0,0,1,1
2004,2004-07-04,Corinthians,Santos,2,3,0,3
2004,2004-07-04,Cruzeiro,Coritiba,0,3,0,3
2004,2004-07-04,Flamengo,Paysandu,4,1,3,0
2004,2004-07-04,Paraná,Palmeiras,1,2,0,3
2004,2004-07-04,São Caetano,Botafogo,1,2,0,3
2004,2004-07-06,Goiás,Fluminense,4,0,3,0
2004,2004-07-06,Grêmio,Figueirense,2,2,1,1
2004,2004-07-06,São Paulo,Atlético MG,1,0,3,0
2004,2004-07-06,Vasco da Gama,Vitória,3,1,3,0
2004,2004-07-07,Botafogo,Internacional,5,1,3,0
2004,2004-07-07,Coritiba,Corinthians,1,2,0,3
2004,2004-07-07,Criciúma,Flamengo,1,1,1,1
2004,2004-07-07,Cruzeiro,Guarani,2,0,3,0
2004,2004-07-07,Palmeiras,Juventude,4,1,3,0
2004,2004-07-07,Paraná,Athletico PR,1,0,3,0
2004,2004-07-07,Paysandu,São Caetano,0,0,1,1
2004,2004-07-07,Ponte Preta,Santos,0,4,0,3
2004,2004-07-10,Atlético MG,Cruzeiro,2,0,3,0
2004,2004-07-10,Athletico PR,Palmeiras,0,0,1,1
2004,2004-07-10,Corinthians,Paraná,1,0,3,0
2004,2004-07-10,Figueirense,Criciúma,2,0,3,0
2004,2004-07-10,Flamengo,Vasco da Gama,0,1,0,3
2004,2004-07-10,Fluminense,São Caetano,1,0,3,0
2004,2004-07-10,Goiás,Paysandu,3,2,3,0
2004,2004-07-10,Internacional,Grêmio,2,0,3,0
2004,2004-07-10,Juventude,Coritiba,1,0,3,0
2004,2004-07-10,Ponte Preta,Guarani,3,1,3,0
2004,2004-07-10,Santos,São Paulo,2,1,3,0
2004,2004-07-10,Vitória,Botafogo,1,0,3,0
2004,2004-07-13,Atlético MG,Vitória,1,1,1,1
2004,2004-07-13,Athletico PR,Goiás,6,0,3,0
2004,2004-07-13,Botafogo,Palmeiras,1,1,1,1
2004,2004-07-13,Corinthians,Criciúma,1,0,3,0
2004,2004-07-13,Figueirense,Paraná,0,0,1,1
2004,2004-07-13,Grêmio,Cruzeiro,2,3,0,3
2004,2004-07-13,Guarani,Internacional,2,1,3,0
2004,2004-07-13,Juventude,Fluminense,2,1,3,0
2004,2004-07-13,Paysandu,Ponte Preta,3,0,3,0
2004,2004-07-13,Santos,Flamengo,2,0,3,0
2004,2004-07-13,São Caetano,São Paulo,0,0,1,1
2004,2004-07-13,Vasco da Gama,Coritiba,2,3,0,3
2004,2004-07-17,Coritiba,Paysandu,1,1,1,1
2004,2004-07-17,Criciúma,Atlético MG,4,2,3,0
2004,2004-07-17,Cruzeiro,Botafogo,3,2,3,0
2004,2004-07-17,Flamengo,Juventude,0,1,0,3
2004,2004-07-17,Fluminense,Santos,1,0,3,0
2004,2004-07-17,Goiás,Guarani,2,0,3,0
2004,2004-07-17,Internacional,Athletico PR,6,0,3,0
2004,2004-07-17,Palmeiras,Grêmio,2,0,3,0
2004,2004-07-17,Paraná,São Caetano,0,1,0,3
2004,2004-07-17,Ponte Preta,Vasco da Gama,3,2,3,0
2004,2004-07-17,São Paulo,Figueirense,2,1,3,0
2004,2004-07-17,Vitória,Corinthians,1,1,1,1
2004,2004-07-20,Paysandu,Palmeiras,1,0,3,0
2004,2004-07-20,Atlético MG,Goiás,0,2,0,3
2004,2004-07-20,Guarani,Flamengo,0,1,0,3
2004,2004-07-20,Grêmio,Paraná,4,0,3,0
2004,2004-07-20,Vasco da Gama,Cruzeiro,3,2,3,0
2004,2004-07-20,Corinthians,Internacional,0,0,1,1
2004,2004-07-20,Figueirense,Coritiba,1,1,1,1
2004,2004-07-20,São Caetano,Ponte Preta,0,1,0,3
2004,2004-07-20,Juventude,Vitória,3,2,3,0
2004,2004-07-20,Santos,Criciúma,5,2,3,0
2004,2004-07-20,Athletico PR,Fluminense,4,1,3,0
2004,2004-07-20,Botafogo,São Paulo,1,0,3,0
2004,2004-07-24,Coritiba,Botafogo,1,0,3,0
2004,2004-07-24,Criciúma,Athletico PR,4,1,3,0
2004,2004-07-24,Cruzeiro,São Caetano,0,1,0,3
2004,2004-07-24,Flamengo,Atlético MG,0,0,1,1
2004,2004-07-24,Fluminense,Corinthians,2,0,3,0
2004,2004-07-24,Goiás,Santos,3,3,1,1
2004,2004-07-24,Internacional,Juventude,1,2,0,3
2004,2004-07-24,Palmeiras,Figueirense,0,0,1,1
2004,2004-07-24,Paraná,Paysandu,2,0,3,0
2004,2004-07-24,Ponte Preta,Grêmio,1,0,3,0
2004,2004-07-24,São Paulo,Vasco da Gama,1,0,3,0
2004,2004-07-24,Vitória,Guarani,3,2,3,0
2004,2004-07-28,Athletico PR,Ponte Preta,4,0,3,0
2004,2004-07-28,Botafogo,Flamengo,0,0,1,1
2004,2004-07-28,Corinthians,Cruzeiro,1,0,3,0
2004,2004-07-28,Figueirense,Fluminense,2,1,3,0
2004,2004-07-28,Grêmio,Vitória,4,0,3,0
2004,2004-07-28,Guarani,Palmeiras,1,0,3,0
2004,2004-07-28,Juventude,São Paulo,1,2,0,3
2004,2004-07-28,Paysandu,Criciúma,2,2,1,1
2004,2004-07-29,Atlético MG,Paraná,4,1,3,0
2004,2004-07-29,Santos,Coritiba,4,2,3,0
2004,2004-07-29,São Caetano,Internacional,2,0,3,0
2004,2004-07-29,Vasco da Gama,Goiás,3,1,3,0
2004,2004-07-31,Athletico PR,Grêmio,0,0,1,1
2004,2004-07-31,Fluminense,Cruzeiro,0,0,1,1
2004,2004-08-01,Atlético MG,Figueirense,3,1,3,0
2004,2004-08-01,Corinthians,São Caetano,2,0,3,0
2004,2004-08-01,Criciúma,Ponte Preta,3,1,3,0
2004,2004-08-01,Flamengo,Palmeiras,0,1,0,3
2004,2004-08-01,Goiás,Paraná,3,0,3,0
2004,2004-08-01,Guarani,Botafogo,0,2,0,3
2004,2004-08-01,Internacional,São Paulo,1,1,1,1
2004,2004-08-01,Juventude,Vasco da Gama,1,1,1,1
2004,2004-08-01,Santos,Paysandu,6,0,3,0
2004,2004-08-01,Vitória,Coritiba,2,2,1,1
2004,2004-08-04,Coritiba,Flamengo,1,0,3,0
2004,2004-08-04,Figueirense,Guarani,1,1,1,1
2004,2004-08-04,Grêmio,Santos,3,1,3,0
2004,2004-08-04,Palmeiras,Goiás,0,3,0,3
2004,2004-08-04,Paraná,Criciúma,0,3,0,3
2004,2004-08-04,Paysandu,Atlético MG,2,1,3,0
2004,2004-08-04,Ponte Preta,Fluminense,3,2,3,0
2004,2004-08-04,São Caetano,Athletico PR,0,3,0,3
2004,2004-08-04,Vasco da Gama,Corinthians,1,3,0,3
2004,2004-08-05,Botafogo,Juventude,0,1,0,3
2004,2004-08-05,Cruzeiro,Internacional,2,0,3,0
2004,2004-08-05,São Paulo,Vitória,2,1,3,0
2004,2004-08-07,Atlético MG,Grêmio,3,0,3,0
2004,2004-08-07,Fluminense,Paraná,3,1,3,0
2004,2004-08-07,Goiás,Coritiba,1,2,0,3
2004,2004-08-07,Santos,São Caetano,0,1,0,3
2004,2004-08-08,Athletico PR,Vasco da Gama,2,0,3,0
2004,2004-08-08,Corinthians,Botafogo,2,2,1,1
2004,2004-08-08,Criciúma,Palmeiras,1,2,0,3
2004,2004-08-08,Flamengo,São Paulo,1,0,3,0
2004,2004-08-08,Guarani,Paysandu,0,0,1,1
2004,2004-08-08,Internacional,Ponte Preta,1,2,0,3
2004,2004-08-08,Juventude,Figueirense,0,0,1,1
2004,2004-08-08,Vitória,Cruzeiro,3,2,3,0
2004,2004-08-11,Cruzeiro,Flamengo,2,0,3,0
2004,2004-08-11,Figueirense,Corinthians,0,1,0,3
2004,2004-08-11,Grêmio,Guarani,1,1,1,1
2004,2004-08-11,Paraná,Internacional,1,2,0,3
2004,2004-08-11,Paysandu,Juventude,0,1,0,3
2004,2004-08-11,Ponte Preta,Vitória,1,0,3,0
2004,2004-08-11,São Paulo,Goiás,4,0,3,0
2004,2004-08-11,Vasco da Gama,Santos,2,3,0,3
2004,2004-08-12,Botafogo,Athletico PR,1,1,1,1
2004,2004-08-12,Coritiba,Criciúma,1,0,3,0
2004,2004-08-12,Palmeiras,Fluminense,3,2,3,0
2004,2004-08-12,São Caetano,Atlético MG,1,1,1,1
2004,2004-08-14,Corinthians,Ponte Preta,2,0,3,0
2004,2004-08-14,Flamengo,Grêmio,3,0,3,0
2004,2004-08-14,Internacional,Figueirense,4,0,3,0
2004,2004-08-14,Juventude,Cruzeiro,1,0,3,0
2004,2004-08-15,Atlético MG,Palmeiras,1,2,0,3
2004,2004-08-15,Athletico PR,São Paulo,1,0,3,0
2004,2004-08-15,Criciúma,Vasco da Gama,1,0,3,0
2004,2004-08-15,Fluminense,Paysandu,1,1,1,1
2004,2004-08-15,Goiás,Botafogo,3,1,3,0
2004,2004-08-15,Guarani,Coritiba,0,0,1,1
2004,2004-08-15,Santos,Paraná,5,1,3,0
2004,2004-08-15,Vitória,São Caetano,1,2,0,3
2004,2004-08-18,Botafogo,Santos,2,0,3,0
2004,2004-08-18,Cruzeiro,Goiás,1,3,0,3
2004,2004-08-18,Figueirense,Athletico PR,1,1,1,1
2004,2004-08-18,Grêmio,Juventude,2,4,0,3
2004,2004-08-18,Palmeiras,Internacional,3,1,3,0
2004,2004-08-18,Paraná,Vitória,4,1,3,0
2004,2004-08-18,Paysandu,Corinthians,2,1,3,0
2004,2004-08-18,Ponte Preta,Flamengo,1,0,3,0
2004,2004-08-18,São Caetano,Guarani,3,0,3,0
2004,2004-08-19,Coritiba,Fluminense,2,0,3,0
2004,2004-08-19,São Paulo,Criciúma,2,0,3,0
2004,2004-08-19,Vasco da Gama,Atlético MG,3,0,3,0
2004,2004-08-21,Corinthians,Grêmio,1,1,1,1
2004,2004-08-21,Flamengo,Paraná,2,1,3,0
2004,2004-08-22,Santos,Figueirense,4,1,3,0
2004,2004-08-22,Atlético MG,Botafogo,1,1,1,1
2004,2004-08-22,Athletico PR,Paysandu,2,0,3,0
2004,2004-08-22,Criciúma,Cruzeiro,1,2,0,3
2004,2004-08-22,Fluminense,São Paulo,1,0,3,0
2004,2004-08-22,Goiás,Ponte Preta,5,0,3,0
2004,2004-08-22,Guarani,Vasco da Gama,1,1,1,1
2004,2004-08-22,Internacional,Coritiba,1,1,1,1
2004,2004-08-22,Juventude,São Caetano,2,2,1,1
2004,2004-08-22,Vitória,Palmeiras,2,2,1,1
2004,2004-08-28,Botafogo,Criciúma,1,1,1,1
2004,2004-08-28,Grêmio,Goiás,1,1,1,1
2004,2004-08-28,Paraná,Juventude,1,2,0,3
2004,2004-08-28,Paysandu,Internacional,2,1,3,0
2004,2004-08-28,São Paulo,Guarani,3,3,1,1
2004,2004-08-29,Coritiba,Athletico PR,1,2,0,3
2004,2004-08-29,Cruzeiro,Santos,4,4,1,1
2004,2004-08-29,Figueirense,Vitória,2,1,3,0
2004,2004-08-29,Palmeiras,Corinthians,0,1,0,3
2004,2004-08-29,Ponte Preta,Atlético MG,1,1,1,1
2004,2004-08-29,São Caetano,Flamengo,0,1,0,3
2004,2004-08-29,Vasco da Gama,Fluminense,1,1,1,1
2004,2004-09-01,Criciúma,São Caetano,0,4,0,3
2004,2004-09-01,Figueirense,Goiás,3,2,3,0
2004,2004-09-01,Fluminense,Internacional,3,1,3,0
2004,2004-09-01,Juventude,Santos,1,2,0,3
2004,2004-09-01,Ponte Preta,Palmeiras,0,0,1,1
2004,2004-09-01,São Paulo,Coritiba,2,3,0,3
2004,2004-09-01,Corinthians,Atlético MG,1,0,3,0
2004,2004-09-01,Cruzeiro,Paraná,1,4,0,3
2004,2004-09-02,Paysandu,Botafogo,2,0,3,0
2004,2004-09-02,Grêmio,Vasco da Gama,1,2,0,3
2004,2004-09-02,Athletico PR,Guarani,2,0,3,0
2004,2004-09-02,Flamengo,Vitória,2,0,3,0
2004,2004-09-07,Palmeiras,Cruzeiro,1,3,0,3
2004,2004-09-07,Vasco da Gama,Paysandu,0,1,0,3
2004,2004-09-08,Atlético MG,Juventude,1,1,1,1
2004,2004-09-08,Goiás,Criciúma,2,1,3,0
2004,2004-09-08,Guarani,Corinthians,0,1,0,3
2004,2004-09-08,Internacional,Flamengo,0,0,1,1
2004,2004-09-08,Paraná,São Paulo,0,2,0,3
2004,2004-09-08,Santos,Athletico PR,1,1,1,1
2004,2004-09-08,São Caetano,Figueirense,1,0,3,0
2004,2004-09-09,Botafogo,Grêmio,2,1,3,0
2004,2004-09-09,Coritiba,Ponte Preta,2,0,3,0
2004,2004-09-09,Vitória,Fluminense,2,3,0,3
2004,2004-09-11,Goiás,Internacional,1,0,3,0
2004,2004-09-11,Guarani,Juventude,3,1,3,0
2004,2004-09-11,São Paulo,Cruzeiro,0,0,1,1
2004,2004-09-11,Vasco da Gama,São Caetano,1,2,0,3
2004,2004-09-12,Atlético MG,Coritiba,2,1,3,0
2004,2004-09-12,Athletico PR,Corinthians,3,1,3,0
2004,2004-09-12,Figueirense,Botafogo,3,1,3,0
2004,2004-09-12,Fluminense,Flamengo,2,1,3,0
2004,2004-09-12,Grêmio,Paysandu,1,1,1,1
2004,2004-09-12,Palmeiras,Santos,1,2,0,3
2004,2004-09-12,Ponte Preta,Paraná,0,2,0,3
2004,2004-09-12,Vitória,Criciúma,1,0,3,0
2004,2004-09-18,Criciúma,Fluminense,0,2,0,3
2004,2004-09-18,Paraná,Guarani,0,0,1,1
2004,2004-09-18,Santos,Atlético MG,2,0,3,0
2004,2004-09-18,São Caetano,Grêmio,2,0,3,0
2004,2004-09-19,Botafogo,Vasco da Gama,2,2,1,1
2004,2004-09-19,Corinthians,São Paulo,0,0,1,1
2004,2004-09-19,Coritiba,Palmeiras,0,0,1,1
2004,2004-09-19,Cruzeiro,Athletico PR,2,4,0,3
2004,2004-09-19,Flamengo,Goiás,4,0,3,0
2004,2004-09-19,Internacional,Vitória,2,1,3,0
2004,2004-09-19,Juventude,Ponte Preta,1,2,0,3
2004,2004-09-19,Paysandu,Figueirense,3,1,3,0
2004,2004-09-24,Figueirense,Ponte Preta,0,1,0,3
2004,2004-09-25,Atlético MG,Internacional,1,1,1,1
2004,2004-09-25,Grêmio,São Paulo,2,1,3,0
